pwr_wm2,area_km2,territory
0.05,0.29197395349841787,US Virgin Islands
0.05,0.29197395349841787,US Virgin Islands
0.05,0.29197395349841787,US Virgin Islands
0.06,0.29197395349841787,US Virgin Islands
0.06,0.29197395349841787,US Virgin Islands
0.06,0.29197395349841787,US Virgin Islands
0.88,0.2919824115573845,US Virgin Islands
0.89,0.2919824115573845,US Virgin Islands
0.92,0.2919824115573845,US Virgin Islands
0.94,0.2919824115573845,US Virgin Islands
0.93,0.2919824115573845,US Virgin Islands
0.93,0.2919824115573845,US Virgin Islands
0.96,0.2919824115573845,US Virgin Islands
0.98,0.2919824115573845,US Virgin Islands
0.99,0.2919824115573845,US Virgin Islands
0.97,0.2919824115573845,US Virgin Islands
0.83,0.2919824115573845,US Virgin Islands
0.75,0.2919824115573845,US Virgin Islands
0.72,0.2919824115573845,US Virgin Islands
0.71,0.2919824115573845,US Virgin Islands
0.68,0.2919824115573845,US Virgin Islands
0.65,0.2919824115573845,US Virgin Islands
0.62,0.2919824115573845,US Virgin Islands
0.6,0.2919824115573845,US Virgin Islands
0.57,0.2919824115573845,US Virgin Islands
0.55,0.2919824115573845,US Virgin Islands
0.53,0.2919824115573845,US Virgin Islands
0.51,0.2919824115573845,US Virgin Islands
0.48,0.2919824115573845,US Virgin Islands
0.45,0.2919824115573845,US Virgin Islands
0.42,0.2919824115573845,US Virgin Islands
0.4,0.2919824115573845,US Virgin Islands
0.37,0.2919824115573845,US Virgin Islands
0.35,0.2919824115573845,US Virgin Islands
0.32,0.2919824115573845,US Virgin Islands
0.28,0.2919824115573845,US Virgin Islands
0.25,0.2919824115573845,US Virgin Islands
0.23,0.2919824115573845,US Virgin Islands
0.21,0.2919824115573845,US Virgin Islands
0.2,0.2919824115573845,US Virgin Islands
0.18,0.2919824115573845,US Virgin Islands
0.16,0.2919824115573845,US Virgin Islands
0.15,0.2919824115573845,US Virgin Islands
0.13,0.2919824115573845,US Virgin Islands
0.12,0.2919824115573845,US Virgin Islands
0.11,0.2919824115573845,US Virgin Islands
0.1,0.2919824115573845,US Virgin Islands
0.09,0.2919824115573845,US Virgin Islands
0.09,0.2919824115573845,US Virgin Islands
0.08,0.2919824115573845,US Virgin Islands
0.07,0.2919824115573845,US Virgin Islands
0.07,0.2919824115573845,US Virgin Islands
0.06,0.2919824115573845,US Virgin Islands
0.06,0.2919824115573845,US Virgin Islands
0.06,0.2919824115573845,US Virgin Islands
0.05,0.2919824115573845,US Virgin Islands
0.05,0.2919824115573845,US Virgin Islands
0.05,0.2919824115573845,US Virgin Islands
0.05,0.2919824115573845,US Virgin Islands
0.05,0.2919824115573845,US Virgin Islands
0.05,0.2919824115573845,US Virgin Islands
0.05,0.2919824115573845,US Virgin Islands
0.05,0.2919824115573845,US Virgin Islands
0.06,0.2919824115573845,US Virgin Islands
0.06,0.2919824115573845,US Virgin Islands
0.06,0.2919824115573845,US Virgin Islands
0.94,0.2919908674017236,US Virgin Islands
0.97,0.2919908674017236,US Virgin Islands
0.94,0.2919908674017236,US Virgin Islands
0.93,0.2919908674017236,US Virgin Islands
0.95,0.2919908674017236,US Virgin Islands
0.97,0.2919908674017236,US Virgin Islands
0.98,0.2919908674017236,US Virgin Islands
0.95,0.2919908674017236,US Virgin Islands
0.83,0.2919908674017236,US Virgin Islands
0.77,0.2919908674017236,US Virgin Islands
0.74,0.2919908674017236,US Virgin Islands
0.76,0.2919908674017236,US Virgin Islands
0.75,0.2919908674017236,US Virgin Islands
0.71,0.2919908674017236,US Virgin Islands
0.68,0.2919908674017236,US Virgin Islands
0.66,0.2919908674017236,US Virgin Islands
0.63,0.2919908674017236,US Virgin Islands
0.61,0.2919908674017236,US Virgin Islands
0.58,0.2919908674017236,US Virgin Islands
0.56,0.2919908674017236,US Virgin Islands
0.53,0.2919908674017236,US Virgin Islands
0.5,0.2919908674017236,US Virgin Islands
0.47,0.2919908674017236,US Virgin Islands
0.45,0.2919908674017236,US Virgin Islands
0.42,0.2919908674017236,US Virgin Islands
0.39,0.2919908674017236,US Virgin Islands
0.36,0.2919908674017236,US Virgin Islands
0.34,0.2919908674017236,US Virgin Islands
0.31,0.2919908674017236,US Virgin Islands
0.27,0.2919908674017236,US Virgin Islands
0.25,0.2919908674017236,US Virgin Islands
0.22,0.2919908674017236,US Virgin Islands
0.2,0.2919908674017236,US Virgin Islands
0.18,0.2919908674017236,US Virgin Islands
0.17,0.2919908674017236,US Virgin Islands
0.15,0.2919908674017236,US Virgin Islands
0.14,0.2919908674017236,US Virgin Islands
0.12,0.2919908674017236,US Virgin Islands
0.11,0.2919908674017236,US Virgin Islands
0.1,0.2919908674017236,US Virgin Islands
0.09,0.2919908674017236,US Virgin Islands
0.09,0.2919908674017236,US Virgin Islands
0.08,0.2919908674017236,US Virgin Islands
0.07,0.2919908674017236,US Virgin Islands
0.06,0.2919908674017236,US Virgin Islands
0.06,0.2919908674017236,US Virgin Islands
0.05,0.2919908674017236,US Virgin Islands
0.05,0.2919908674017236,US Virgin Islands
0.05,0.2919908674017236,US Virgin Islands
0.05,0.2919908674017236,US Virgin Islands
0.05,0.2919908674017236,US Virgin Islands
0.04,0.2919908674017236,US Virgin Islands
0.05,0.2919908674017236,US Virgin Islands
0.05,0.2919908674017236,US Virgin Islands
0.05,0.2919908674017236,US Virgin Islands
0.05,0.2919908674017236,US Virgin Islands
0.06,0.2919908674017236,US Virgin Islands
0.06,0.2919908674017236,US Virgin Islands
0.07,0.2919908674017236,US Virgin Islands
0.93,0.29199932103137394,US Virgin Islands
0.93,0.29199932103137394,US Virgin Islands
0.9,0.29199932103137394,US Virgin Islands
0.91,0.29199932103137394,US Virgin Islands
0.91,0.29199932103137394,US Virgin Islands
0.9,0.29199932103137394,US Virgin Islands
0.89,0.29199932103137394,US Virgin Islands
0.84,0.29199932103137394,US Virgin Islands
0.8,0.29199932103137394,US Virgin Islands
0.79,0.29199932103137394,US Virgin Islands
0.79,0.29199932103137394,US Virgin Islands
0.79,0.29199932103137394,US Virgin Islands
